,Zipcode,Square Feet,Bedrooms,Bathrooms,Review Scores Rating,Accommodates,Cleaning Fee,Free Parking,Wireless Internet,Cable TV,Prop_encoded,cancel_encoded,Price
103702,94104.0,3000.0,3.0,2.5,100.0,8.0,80.0,1.0,1.0,1.0,1.0,0.0,500.0
103736,94110.0,890.0,2.0,1.0,98.0,5.0,90.0,0.0,1.0,0.0,1.0,2.0,212.0
103745,94110.0,140.0,1.0,1.5,98.0,2.0,20.0,0.0,1.0,0.0,1.0,0.0,90.0
103841,95003.0,4000.0,1.0,2.5,95.0,10.0,65.0,0.0,1.0,0.0,1.0,0.0,95.0
103859,98199.0,250.0,1.0,1.0,100.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,75.0
103861,98101.0,500.0,1.0,1.0,96.0,2.0,75.0,0.0,1.0,1.0,1.0,2.0,120.0
103863,98101.0,1150.0,2.0,2.0,96.0,6.0,99.0,0.0,1.0,1.0,1.0,2.0,165.0
104015,98115.0,450.0,0.0,1.0,98.0,2.0,60.0,0.0,1.0,1.0,1.0,0.0,80.0
104039,94608.0,1300.0,2.0,2.0,88.0,2.0,200.0,0.0,1.0,1.0,1.0,0.0,150.0
104061,94611.0,120.0,1.0,1.0,87.0,2.0,75.0,0.0,1.0,1.0,1.0,2.0,75.0
104089,94609.0,0.0,2.0,1.0,91.0,4.0,75.0,0.0,1.0,0.0,1.0,2.0,179.0
104151,92107.0,1500.0,3.0,2.0,95.0,6.0,100.0,0.0,1.0,1.0,1.0,2.0,235.0
104393,94117.0,1400.0,2.0,1.0,100.0,5.0,125.0,1.0,1.0,1.0,1.0,0.0,500.0
104603,98103.0,1200.0,2.0,1.0,99.0,4.0,60.0,0.0,1.0,0.0,1.0,0.0,150.0
104623,98122.0,1800.0,3.0,3.5,96.0,6.0,195.0,0.0,1.0,1.0,1.0,2.0,295.0
104722,98108.0,170.0,1.0,3.0,93.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,70.0
104876,98102.0,900.0,2.0,1.0,84.0,7.0,40.0,0.0,1.0,0.0,1.0,0.0,129.0
104932,97212.0,550.0,1.0,1.0,98.0,3.0,25.0,0.0,1.0,1.0,1.0,0.0,69.0
105138,20037.0,575.0,0.0,1.0,86.0,2.0,150.0,0.0,1.0,1.0,1.0,2.0,155.0
105192,94611.0,2500.0,3.0,3.0,100.0,6.0,120.0,0.0,1.0,1.0,1.0,0.0,245.0
105219,94618.0,1300.0,2.0,1.0,97.0,8.0,95.0,0.0,1.0,0.0,1.0,2.0,269.0
105344,94103.0,1000.0,1.0,1.0,100.0,3.0,100.0,1.0,1.0,1.0,1.0,2.0,324.0
105537,92014.0,4000.0,5.0,3.0,100.0,8.0,250.0,0.0,1.0,1.0,1.0,2.0,800.0
105548,92108.0,667.0,1.0,1.0,97.0,5.0,20.0,0.0,1.0,0.0,1.0,0.0,109.0
105562,92110.0,1200.0,2.0,2.0,100.0,4.0,120.0,0.0,1.0,1.0,1.0,2.0,179.0
105661,92128.0,32292.0,1.0,1.0,100.0,2.0,30.0,0.0,1.0,0.0,1.0,0.0,148.0
105679,92139.0,0.0,3.0,2.5,84.0,6.0,50.0,0.0,1.0,1.0,1.0,0.0,275.0
105683,94103.0,401.0,1.0,1.0,91.0,3.0,60.0,0.0,1.0,1.0,1.0,2.0,198.0
105702,94118.0,3000.0,1.0,1.0,87.0,4.0,30.0,1.0,1.0,1.0,1.0,0.0,350.0
105709,94123.0,400.0,1.0,1.0,85.0,2.0,75.0,0.0,1.0,1.0,1.0,2.0,165.0
105710,94124.0,800.0,2.0,1.0,93.0,4.0,150.0,0.0,1.0,0.0,1.0,2.0,120.0
105729,95065.0,2400.0,3.0,2.5,97.0,7.0,125.0,0.0,1.0,1.0,1.0,2.0,450.0
105886,97202.0,650.0,1.0,1.0,97.0,4.0,30.0,1.0,1.0,0.0,1.0,0.0,100.0
105888,97206.0,1000.0,2.0,1.0,97.0,3.0,100.0,1.0,1.0,1.0,1.0,0.0,70.0
105910,98102.0,0.0,0.0,1.0,90.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,115.0
105947,98125.0,250.0,1.0,1.0,76.0,2.0,20.0,0.0,1.0,1.0,1.0,0.0,54.0
105959,98117.0,500.0,1.0,1.0,98.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,95.0
105966,97217.0,900.0,2.0,1.0,100.0,4.0,110.0,1.0,1.0,0.0,1.0,0.0,115.0
106075,94605.0,2.0,2.0,1.5,91.0,5.0,125.0,0.0,1.0,0.0,1.0,2.0,175.0
106348,78704.0,2000.0,2.0,2.0,98.0,4.0,100.0,1.0,1.0,0.0,1.0,2.0,470.0
106422,78702.0,1400.0,6.0,3.0,99.0,15.0,200.0,0.0,1.0,0.0,1.0,2.0,600.0
106505,78722.0,1850.0,3.0,1.5,100.0,4.0,70.0,0.0,1.0,1.0,1.0,0.0,350.0
106525,78703.0,2200.0,1.0,2.5,100.0,2.0,100.0,1.0,1.0,0.0,1.0,2.0,150.0
106700,2127.0,800.0,1.0,1.0,98.0,3.0,25.0,0.0,1.0,1.0,1.0,0.0,88.0
106711,60640.0,2400.0,3.0,1.5,95.0,6.0,100.0,1.0,1.0,1.0,1.0,2.0,225.0
106776,60611.0,900.0,1.0,1.0,95.0,4.0,95.0,0.0,1.0,1.0,1.0,2.0,175.0
107057,20007.0,250.0,1.0,1.0,94.0,2.0,25.0,1.0,1.0,0.0,1.0,2.0,75.0
107106,20009.0,670.0,1.0,1.0,100.0,4.0,85.0,0.0,1.0,1.0,1.0,2.0,149.0
107173,92103.0,968.0,2.0,1.0,99.0,4.0,75.0,0.0,1.0,1.0,1.0,0.0,174.0
107218,94123.0,800.0,1.0,1.0,98.0,2.0,150.0,0.0,1.0,1.0,1.0,0.0,290.0
107222,94110.0,170.0,1.0,1.0,100.0,1.0,75.0,1.0,1.0,0.0,1.0,0.0,130.0
107230,94110.0,160.0,1.0,1.0,95.0,3.0,55.0,0.0,1.0,0.0,1.0,0.0,160.0
107340,92109.0,1000.0,2.0,2.0,80.0,7.0,199.0,0.0,1.0,1.0,1.0,2.0,299.0
107610,94114.0,210.0,1.0,1.0,100.0,2.0,20.0,1.0,1.0,0.0,1.0,2.0,110.0
107706,98116.0,600.0,1.0,1.0,96.0,4.0,35.0,0.0,1.0,0.0,1.0,0.0,135.0
107943,97221.0,1000.0,1.0,1.0,92.0,4.0,75.0,1.0,1.0,1.0,1.0,2.0,99.0
108027,90210.0,1750.0,2.0,2.0,89.0,6.0,100.0,1.0,1.0,0.0,1.0,2.0,199.0
108067,90026.0,1700.0,3.0,2.0,93.0,10.0,125.0,1.0,1.0,1.0,1.0,2.0,325.0
108136,2118.0,750.0,1.0,1.0,93.0,2.0,80.0,0.0,1.0,1.0,1.0,2.0,225.0
108196,2115.0,800.0,1.0,1.0,98.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,79.0
108352,90004.0,0.0,1.0,1.0,91.0,3.0,15.0,0.0,1.0,0.0,1.0,0.0,115.0
108363,90027.0,1400.0,1.0,2.0,100.0,4.0,100.0,0.0,1.0,0.0,1.0,0.0,160.0
108471,90403.0,600.0,1.0,1.0,100.0,2.0,75.0,1.0,1.0,0.0,1.0,0.0,145.0
108492,91411.0,2300.0,3.0,2.0,60.0,7.0,125.0,1.0,1.0,1.0,1.0,2.0,285.0
108534,91405.0,420.0,1.0,2.0,89.0,2.0,10.0,1.0,1.0,1.0,1.0,0.0,40.0
108782,90292.0,800.0,1.0,1.0,94.0,4.0,49.0,0.0,1.0,0.0,1.0,2.0,118.0
108840,90292.0,460.0,0.0,1.0,94.0,1.0,160.0,1.0,1.0,1.0,1.0,2.0,95.0
108842,90291.0,600.0,1.0,1.0,94.0,2.0,100.0,1.0,1.0,1.0,1.0,2.0,150.0
108874,91403.0,500.0,1.0,1.0,99.0,3.0,40.0,0.0,1.0,1.0,1.0,2.0,90.0
108996,90048.0,210.0,1.0,1.0,98.0,1.0,50.0,1.0,1.0,1.0,1.0,0.0,67.0
109101,90232.0,130.0,1.0,1.0,99.0,2.0,20.0,1.0,1.0,0.0,1.0,2.0,89.0
109192,90046.0,168.0,1.0,1.0,96.0,1.0,60.0,0.0,1.0,0.0,1.0,2.0,42.0
109376,70125.0,240.0,1.0,1.0,95.0,2.0,30.0,1.0,1.0,0.0,1.0,0.0,75.0
109387,70117.0,0.0,1.0,1.0,99.0,6.0,85.0,1.0,1.0,1.0,1.0,2.0,125.0
109715,78737.0,250.0,1.0,1.5,99.0,2.0,30.0,1.0,1.0,0.0,1.0,0.0,89.0
109799,78748.0,230.0,1.0,1.0,98.0,2.0,25.0,1.0,1.0,0.0,1.0,2.0,75.0
109897,78741.0,1100.0,2.0,1.0,93.0,10.0,25.0,1.0,1.0,0.0,1.0,2.0,150.0
109970,78704.0,300.0,1.0,1.0,96.0,2.0,50.0,1.0,1.0,1.0,1.0,0.0,175.0
110143,60622.0,2700.0,4.0,3.0,99.0,8.0,140.0,0.0,1.0,0.0,1.0,2.0,300.0
110466,90010.0,120.0,1.0,2.0,86.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,45.0
110564,90808.0,600.0,1.0,1.0,93.0,3.0,75.0,1.0,1.0,1.0,1.0,2.0,99.0
110630,90031.0,1200.0,3.0,2.0,93.0,6.0,100.0,1.0,1.0,0.0,1.0,0.0,233.0
110699,90039.0,1500.0,2.0,1.5,95.0,5.0,120.0,1.0,1.0,0.0,1.0,2.0,135.0
111198,90006.0,1300.0,2.0,1.0,85.0,4.0,60.0,1.0,1.0,0.0,1.0,2.0,118.0
111218,90211.0,1100.0,2.0,1.0,98.0,4.0,250.0,1.0,1.0,1.0,1.0,2.0,285.0
111359,90272.0,0.0,3.0,3.0,95.0,7.0,150.0,1.0,1.0,1.0,1.0,0.0,450.0
111366,90034.0,0.0,1.0,1.0,100.0,1.0,40.0,0.0,1.0,1.0,1.0,2.0,77.0
111430,90265.0,480.0,1.0,1.0,99.0,3.0,50.0,1.0,1.0,0.0,1.0,0.0,250.0
111534,90291.0,900.0,1.0,1.5,98.0,1.0,50.0,0.0,1.0,0.0,1.0,0.0,62.0
111560,70119.0,750.0,1.0,1.0,91.0,5.0,40.0,0.0,1.0,0.0,1.0,0.0,109.0
111561,70116.0,1100.0,4.0,3.0,89.0,10.0,100.0,1.0,1.0,0.0,1.0,2.0,300.0
111580,11217.0,15.0,1.0,1.5,100.0,2.0,100.0,0.0,1.0,0.0,1.0,2.0,95.0
111633,10003.0,1000.0,1.0,1.0,98.0,3.0,150.0,0.0,1.0,0.0,1.0,2.0,299.0
111654,10027.0,450.0,1.0,1.0,92.0,2.0,45.0,0.0,1.0,0.0,1.0,2.0,115.0
111665,11222.0,400.0,1.0,1.0,94.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,75.0
111819,10022.0,300.0,0.0,1.0,89.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,165.0
111935,11238.0,1600.0,2.0,1.5,93.0,4.0,120.0,0.0,1.0,0.0,1.0,0.0,249.0
112004,10002.0,700.0,1.0,1.0,87.0,4.0,68.0,0.0,1.0,1.0,1.0,2.0,225.0
112044,70119.0,3000.0,3.0,2.0,96.0,8.0,100.0,0.0,1.0,0.0,1.0,2.0,300.0
112155,37219.0,1000.0,2.0,2.0,92.0,5.0,103.0,0.0,1.0,1.0,1.0,2.0,128.0
112162,37208.0,650.0,1.0,1.0,96.0,2.0,10.0,0.0,1.0,0.0,1.0,0.0,109.0
112220,70119.0,1600.0,3.0,1.0,98.0,6.0,100.0,1.0,1.0,1.0,1.0,2.0,247.0
112324,37203.0,850.0,1.0,1.0,97.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,95.0
112449,10029.0,0.0,1.0,1.0,89.0,3.0,60.0,0.0,1.0,0.0,1.0,2.0,119.0
112454,10029.0,500.0,1.0,1.0,92.0,3.0,25.0,0.0,1.0,0.0,1.0,2.0,47.0
112762,11201.0,500.0,0.0,1.0,91.0,3.0,80.0,1.0,1.0,0.0,1.0,0.0,160.0
112804,78751.0,0.0,1.0,1.5,88.0,3.0,50.0,1.0,1.0,0.0,1.0,0.0,100.0
112851,210802111.0,1200.0,3.0,1.0,92.0,8.0,120.0,0.0,1.0,1.0,1.0,2.0,334.0
112902,2135.0,2.0,5.0,1.5,93.0,11.0,100.0,0.0,1.0,1.0,1.0,2.0,400.0
112935,60646.0,2200.0,3.0,1.5,97.0,7.0,125.0,1.0,1.0,1.0,1.0,2.0,225.0
112984,60622.0,1300.0,3.0,1.0,88.0,10.0,35.0,1.0,1.0,1.0,1.0,2.0,119.0
113002,60612.0,1500.0,2.0,1.0,91.0,3.0,75.0,1.0,1.0,1.0,1.0,2.0,65.0
113024,60644.0,1400.0,3.0,1.0,83.0,7.0,45.0,1.0,1.0,0.0,1.0,2.0,139.0
113079,78746.0,762.0,1.0,1.0,97.0,4.0,50.0,1.0,1.0,0.0,1.0,0.0,150.0
113170,78741.0,1600.0,3.0,2.5,98.0,10.0,125.0,1.0,1.0,1.0,1.0,2.0,235.0
113222,78704.0,800.0,2.0,1.0,97.0,4.0,60.0,1.0,1.0,1.0,1.0,0.0,120.0
113284,78704.0,500.0,0.0,1.0,98.0,5.0,60.0,0.0,1.0,1.0,1.0,2.0,130.0
113299,78704.0,265.0,1.0,1.0,97.0,6.0,24.0,1.0,1.0,0.0,1.0,2.0,99.0
113303,78704.0,900.0,2.0,1.0,93.0,6.0,65.0,1.0,1.0,0.0,1.0,0.0,150.0
113317,78704.0,1600.0,2.0,2.5,89.0,6.0,75.0,1.0,1.0,1.0,1.0,0.0,525.0
113367,78703.0,1500.0,2.0,2.0,100.0,6.0,99.0,1.0,1.0,0.0,1.0,2.0,248.0
113513,90038.0,1000.0,2.0,1.0,100.0,5.0,100.0,1.0,1.0,1.0,1.0,2.0,99.0
113793,90036.0,900.0,1.0,1.0,96.0,1.0,75.0,1.0,1.0,1.0,1.0,0.0,49.0
113826,90212.0,950.0,1.0,1.0,98.0,6.0,55.0,1.0,1.0,0.0,1.0,0.0,160.0
113886,91607.0,1800.0,3.0,2.0,100.0,5.0,100.0,1.0,1.0,1.0,1.0,2.0,285.0
114004,90016.0,3400.0,1.0,1.0,95.0,4.0,45.0,1.0,1.0,1.0,1.0,0.0,97.0
114072,90019.0,600.0,2.0,2.0,98.0,4.0,125.0,1.0,1.0,0.0,1.0,2.0,290.0
114138,80206.0,0.0,1.0,1.0,98.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,125.0
114222,80230.0,1312.0,2.0,2.5,89.0,4.0,100.0,0.0,1.0,0.0,1.0,2.0,115.0
114253,90405.0,1300.0,2.0,2.0,97.0,4.0,175.0,0.0,1.0,1.0,1.0,0.0,399.0
114254,90405.0,450.0,1.0,1.0,86.0,2.0,60.0,0.0,1.0,1.0,1.0,2.0,130.0
114335,91106.0,1100.0,2.0,1.0,97.0,5.0,75.0,1.0,1.0,0.0,1.0,0.0,195.0
114368,90291.0,400.0,1.0,1.0,93.0,2.0,90.0,0.0,1.0,1.0,1.0,2.0,148.0
114610,91364.0,2000.0,3.0,2.0,100.0,4.0,75.0,1.0,1.0,0.0,1.0,2.0,75.0
114658,11216.0,1200.0,1.0,1.0,100.0,2.0,80.0,0.0,1.0,0.0,1.0,2.0,280.0
114881,10027.0,900.0,1.0,1.5,98.0,2.0,50.0,0.0,1.0,1.0,1.0,2.0,55.0
114941,11217.0,800.0,1.0,1.0,100.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,142.0
115048,11355.0,0.0,1.0,1.0,92.0,1.0,25.0,1.0,1.0,1.0,1.0,0.0,55.0
115053,11217.0,900.0,0.0,1.0,97.0,4.0,100.0,0.0,1.0,1.0,1.0,2.0,350.0
115173,11205.0,0.0,4.0,2.0,98.0,12.0,200.0,1.0,1.0,1.0,1.0,2.0,899.0
115496,37219.0,900.0,1.0,1.0,90.0,4.0,103.0,0.0,1.0,1.0,1.0,2.0,112.0
115504,37201.0,650.0,1.0,1.0,91.0,5.0,20.0,0.0,1.0,0.0,1.0,2.0,159.0
115753,10017.0,900.0,1.0,1.0,96.0,2.0,40.0,0.0,1.0,0.0,1.0,2.0,135.0
115772,70116.0,500.0,1.0,1.0,97.0,2.0,40.0,1.0,1.0,0.0,1.0,2.0,100.0
116091,78702.0,400.0,0.0,1.0,92.0,4.0,65.0,0.0,1.0,0.0,1.0,2.0,99.0
116202,78704.0,950.0,2.0,1.0,99.0,5.0,85.0,1.0,1.0,1.0,1.0,2.0,199.0
116445,78723.0,1250.0,3.0,2.5,98.0,8.0,80.0,1.0,1.0,0.0,1.0,0.0,215.0
116577,90025.0,550.0,0.0,1.0,81.0,3.0,149.0,1.0,1.0,0.0,1.0,2.0,89.0
116594,90020.0,110.0,1.0,1.0,99.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,50.0
116686,90039.0,0.0,1.0,1.0,100.0,3.0,12.0,0.0,1.0,0.0,1.0,0.0,49.0
116887,70116.0,1000.0,3.0,3.0,95.0,7.0,200.0,1.0,1.0,1.0,1.0,0.0,468.0
116916,70118.0,850.0,2.0,1.0,96.0,8.0,75.0,1.0,1.0,1.0,1.0,2.0,129.0
116921,70118.0,150.0,1.0,1.0,96.0,2.0,20.0,0.0,1.0,0.0,1.0,2.0,35.0
116971,70118.0,398.0,1.0,1.0,99.0,4.0,35.0,1.0,1.0,0.0,1.0,0.0,40.0
117201,90272.0,1200.0,2.0,1.0,96.0,5.0,200.0,1.0,1.0,1.0,1.0,2.0,249.0
117430,90291.0,900.0,2.0,2.0,89.0,6.0,150.0,1.0,1.0,1.0,1.0,2.0,300.0
117467,90025.0,1200.0,1.0,1.0,97.0,1.0,25.0,0.0,1.0,1.0,1.0,0.0,80.0
117502,91401.0,400.0,0.0,1.0,97.0,2.0,80.0,1.0,1.0,1.0,1.0,2.0,95.0
117523,91604.0,800.0,1.0,1.0,98.0,3.0,75.0,1.0,1.0,1.0,1.0,2.0,120.0
117545,90026.0,550.0,1.0,1.0,97.0,3.0,60.0,1.0,1.0,1.0,1.0,0.0,115.0
117560,90291.0,2850.0,2.0,2.5,97.0,5.0,250.0,1.0,1.0,1.0,1.0,2.0,610.0
117614,90057.0,990.0,1.0,1.0,97.0,2.0,60.0,1.0,1.0,0.0,1.0,2.0,84.0
117822,100038623.0,1000.0,2.0,1.0,96.0,4.0,95.0,0.0,1.0,1.0,1.0,2.0,215.0
117916,10012.0,650.0,1.0,1.0,97.0,4.0,40.0,0.0,1.0,1.0,1.0,0.0,175.0
117948,11218.0,1800.0,3.0,3.0,95.0,10.0,175.0,0.0,1.0,0.0,1.0,0.0,260.0
118012,11221.0,900.0,3.0,3.0,98.0,6.0,100.0,1.0,1.0,1.0,1.0,0.0,265.0
118182,90026.0,725.0,2.0,1.0,100.0,4.0,65.0,1.0,1.0,0.0,1.0,2.0,130.0
118285,90046.0,550.0,1.0,1.0,97.0,2.0,83.0,1.0,1.0,1.0,1.0,2.0,199.0
118312,91776.0,0.0,1.0,1.0,88.0,2.0,30.0,1.0,1.0,1.0,1.0,0.0,32.0
118578,10011.0,600.0,1.0,1.0,95.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,385.0
118618,11226.0,3600.0,1.0,2.0,98.0,2.0,25.0,0.0,1.0,0.0,1.0,2.0,81.0
118648,10009.0,200.0,1.0,1.0,97.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,135.0
118745,10002.0,800.0,1.0,1.0,98.0,2.0,100.0,0.0,1.0,0.0,1.0,2.0,249.0
118849,10013.0,250.0,0.0,1.0,96.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,98.0
118883,10002.0,800.0,2.0,1.0,97.0,7.0,150.0,0.0,1.0,0.0,1.0,0.0,250.0
118892,10002.0,0.0,1.0,1.0,90.0,3.0,45.0,0.0,1.0,0.0,1.0,0.0,155.0
118982,78701.0,650.0,1.0,1.0,94.0,5.0,40.0,0.0,1.0,0.0,1.0,2.0,159.0
118989,78701.0,1500.0,1.0,2.5,98.0,2.0,85.0,1.0,1.0,0.0,1.0,2.0,129.0
119052,78702.0,1260.0,3.0,2.0,70.0,5.0,165.0,1.0,1.0,0.0,1.0,2.0,800.0
119064,78702.0,1200.0,3.0,2.0,98.0,6.0,100.0,1.0,1.0,1.0,1.0,2.0,230.0
119077,78703.0,550.0,1.0,1.0,99.0,3.0,60.0,1.0,1.0,0.0,1.0,2.0,135.0
119082,78704.0,1500.0,2.0,2.0,77.0,6.0,200.0,1.0,1.0,1.0,1.0,2.0,600.0
119734,60618.0,0.0,1.0,1.0,96.0,2.0,25.0,1.0,1.0,0.0,1.0,0.0,95.0
119770,60608.0,120.0,1.0,1.0,99.0,1.0,35.0,1.0,1.0,0.0,1.0,0.0,67.0
119776,78704.0,400.0,1.0,1.0,98.0,3.0,50.0,1.0,1.0,1.0,1.0,2.0,135.0
120145,80207.0,2000.0,3.0,1.5,93.0,6.0,125.0,0.0,1.0,0.0,1.0,2.0,200.0
120190,78741.0,1300.0,3.0,2.0,89.0,6.0,35.0,1.0,1.0,1.0,1.0,2.0,400.0
120201,78741.0,1850.0,3.0,2.5,80.0,7.0,100.0,1.0,1.0,1.0,1.0,2.0,275.0
120258,78704.0,1810.0,3.0,2.0,93.0,6.0,180.0,1.0,1.0,1.0,1.0,0.0,499.0
120281,78704.0,2100.0,4.0,3.0,99.0,8.0,150.0,1.0,1.0,1.0,1.0,2.0,800.0
120466,78701.0,1094.0,2.0,1.5,100.0,6.0,100.0,0.0,1.0,1.0,1.0,2.0,899.0
120500,78722.0,600.0,1.0,1.0,98.0,2.0,69.0,1.0,1.0,0.0,1.0,2.0,79.0
120781,78704.0,1532.0,2.0,2.5,100.0,4.0,125.0,1.0,1.0,0.0,1.0,2.0,260.0
